"id","surface","source","file","line","occurrences","locale","key","current_text","suggested_text","notes"
"i18n.ja.dashboard.kpi.parties","frontstage","i18n","src/lib/i18n.ts","32","1","ja","dashboard.kpi.parties","登録関係者","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.kpi.contracts","frontstage","i18n","src/lib/i18n.ts","33","1","ja","dashboard.kpi.contracts","契約レコード","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.kpi.pendingRequests","frontstage","i18n","src/lib/i18n.ts","34","1","ja","dashboard.kpi.pendingRequests","未完了対応履歴","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.title","frontstage","i18n","src/lib/i18n.ts","35","1","ja","dashboard.flow.title","資料フロー","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.subtitle","frontstage","i18n","src/lib/i18n.ts","36","1","ja","dashboard.flow.subtitle","入力、整理、出力の状態を確認","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.stepPrefix","frontstage","i18n","src/lib/i18n.ts","37","1","ja","dashboard.flow.stepPrefix","手順","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.step1.title","frontstage","i18n","src/lib/i18n.ts","38","1","ja","dashboard.flow.step1.title","作成・資料登録","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.step1.desc","frontstage","i18n","src/lib/i18n.ts","39","1","ja","dashboard.flow.step1.desc","案件・関係者・物件と資料を登録","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.step2.title","frontstage","i18n","src/lib/i18n.ts","40","1","ja","dashboard.flow.step2.title","物件と関係者を紐づけ","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.step2.desc","frontstage","i18n","src/lib/i18n.ts","41","1","ja","dashboard.flow.step2.desc","関係情報を統合して確認","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.step3.title","frontstage","i18n","src/lib/i18n.ts","42","1","ja","dashboard.flow.step3.title","契約を整理する","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.step3.desc","frontstage","i18n","src/lib/i18n.ts","43","1","ja","dashboard.flow.step3.desc","契約タイプ別に履歴を管理","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.step4.title","frontstage","i18n","src/lib/i18n.ts","44","1","ja","dashboard.flow.step4.title","標準帳票を出力","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.flow.step4.desc","frontstage","i18n","src/lib/i18n.ts","45","1","ja","dashboard.flow.step4.desc","提案書・明細・受領書を出力","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.importJobs.title","frontstage","i18n","src/lib/i18n.ts","46","1","ja","dashboard.importJobs.title","資料読取状況","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.importJobs.subtitle","frontstage","i18n","src/lib/i18n.ts","47","1","ja","dashboard.importJobs.subtitle","未整理の資料を優先対応","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.importJobs.empty","frontstage","i18n","src/lib/i18n.ts","48","1","ja","dashboard.importJobs.empty","未整理の資料はありません。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.importJobs.target","frontstage","i18n","src/lib/i18n.ts","49","1","ja","dashboard.importJobs.target","対象","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.requests.title","frontstage","i18n","src/lib/i18n.ts","50","1","ja","dashboard.requests.title","対応履歴","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.requests.subtitle","frontstage","i18n","src/lib/i18n.ts","51","1","ja","dashboard.requests.subtitle","未完了の修繕・点検・後続対応","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.requests.empty","frontstage","i18n","src/lib/i18n.ts","52","1","ja","dashboard.requests.empty","未完了の対応履歴はありません。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.requests.unlinkedProperty","frontstage","i18n","src/lib/i18n.ts","53","1","ja","dashboard.requests.unlinkedProperty","物件未紐付","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.requests.unlinkedParty","frontstage","i18n","src/lib/i18n.ts","54","1","ja","dashboard.requests.unlinkedParty","関係者未紐付","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.requests.occurredAt","frontstage","i18n","src/lib/i18n.ts","55","1","ja","dashboard.requests.occurredAt","発生日","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.contracts.title","frontstage","i18n","src/lib/i18n.ts","56","1","ja","dashboard.contracts.title","最新契約レコード","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.contracts.subtitle","frontstage","i18n","src/lib/i18n.ts","57","1","ja","dashboard.contracts.subtitle","契約タイプ別の最新6件","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.contracts.empty","frontstage","i18n","src/lib/i18n.ts","58","1","ja","dashboard.contracts.empty","契約レコードはまだありません。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.contracts.signedAt","frontstage","i18n","src/lib/i18n.ts","59","1","ja","dashboard.contracts.signedAt","署名日","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.contracts.status","frontstage","i18n","src/lib/i18n.ts","60","1","ja","dashboard.contracts.status","状態","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.outputs.title","frontstage","i18n","src/lib/i18n.ts","61","1","ja","dashboard.outputs.title","最近の出力物","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.outputs.subtitle","frontstage","i18n","src/lib/i18n.ts","62","1","ja","dashboard.outputs.subtitle","テンプレート出力の履歴","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.outputs.empty","frontstage","i18n","src/lib/i18n.ts","63","1","ja","dashboard.outputs.empty","出力履歴はまだありません。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.outputs.relatedContract","frontstage","i18n","src/lib/i18n.ts","64","1","ja","dashboard.outputs.relatedContract","関連契約","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.outputs.generatedAt","frontstage","i18n","src/lib/i18n.ts","65","1","ja","dashboard.outputs.generatedAt","出力日時","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.coverage.title","frontstage","i18n","src/lib/i18n.ts","66","1","ja","dashboard.coverage.title","データ整備対象","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.coverage.subtitle","frontstage","i18n","src/lib/i18n.ts","67","1","ja","dashboard.coverage.subtitle","契約未連携の関係者を優先整備","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.coverage.empty","frontstage","i18n","src/lib/i18n.ts","68","1","ja","dashboard.coverage.empty","未整備の関係者はありません。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.coverage.role","frontstage","i18n","src/lib/i18n.ts","69","1","ja","dashboard.coverage.role","役割","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.dashboard.coverage.contractCount","frontstage","i18n","src/lib/i18n.ts","70","1","ja","dashboard.coverage.contractCount","契約連携","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.import.status.queued","frontstage","i18n","src/lib/i18n.ts","72","1","ja","import.status.queued","受付","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.import.status.mapped","frontstage","i18n","src/lib/i18n.ts","73","1","ja","import.status.mapped","確認待ち","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.import.status.completed","frontstage","i18n","src/lib/i18n.ts","74","1","ja","import.status.completed","完了","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.import.source.scan","frontstage","i18n","src/lib/i18n.ts","77","1","ja","import.source.scan","スキャン","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.import.source.manual","frontstage","i18n","src/lib/i18n.ts","78","1","ja","import.source.manual","手入力","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.request.status.open","frontstage","i18n","src/lib/i18n.ts","79","1","ja","request.status.open","対応中","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.request.status.done","frontstage","i18n","src/lib/i18n.ts","80","1","ja","request.status.done","完了","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.request.status.canceled","frontstage","i18n","src/lib/i18n.ts","81","1","ja","request.status.canceled","取消","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contract.type.sell","frontstage","i18n","src/lib/i18n.ts","82","1","ja","contract.type.sell","売買","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contract.type.rent","frontstage","i18n","src/lib/i18n.ts","83","1","ja","contract.type.rent","賃貸","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contract.type.pm","frontstage","i18n","src/lib/i18n.ts","84","1","ja","contract.type.pm","管理","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contract.type.agent","frontstage","i18n","src/lib/i18n.ts","85","1","ja","contract.type.agent","代理","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contract.status.draft","frontstage","i18n","src/lib/i18n.ts","86","1","ja","contract.status.draft","下書き","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contract.status.active","frontstage","i18n","src/lib/i18n.ts","87","1","ja","contract.status.active","有効","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contract.status.closed","frontstage","i18n","src/lib/i18n.ts","88","1","ja","contract.status.closed","完了","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.common.notSet","frontstage","i18n","src/lib/i18n.ts","89","1","ja","common.notSet","未設定","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.common.countSuffix","frontstage","i18n","src/lib/i18n.ts","90","1","ja","common.countSuffix","件","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.common.latest","frontstage","i18n","src/lib/i18n.ts","91","1","ja","common.latest","最新","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.common.totalCount","frontstage","i18n","src/lib/i18n.ts","92","1","ja","common.totalCount","全 {{count}} {{suffix}}","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.import.target.properties","frontstage","i18n","src/lib/i18n.ts","93","1","ja","import.target.properties","物件","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.import.target.parties","frontstage","i18n","src/lib/i18n.ts","94","1","ja","import.target.parties","関係者","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.import.target.contracts","frontstage","i18n","src/lib/i18n.ts","95","1","ja","import.target.contracts","契約","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.import.target.service_requests","frontstage","i18n","src/lib/i18n.ts","96","1","ja","import.target.service_requests","対応履歴","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.title","frontstage","i18n","src/lib/i18n.ts","98","1","ja","properties.title","物件データ台帳","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.desc","frontstage","i18n","src/lib/i18n.ts","99","1","ja","properties.desc","Excelから読み取った物件情報を確認し、後続の書類出力に使える状態にします。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.table.title","frontstage","i18n","src/lib/i18n.ts","100","1","ja","properties.table.title","物件一覧","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.table.name","frontstage","i18n","src/lib/i18n.ts","101","1","ja","properties.table.name","物件名","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.table.area","frontstage","i18n","src/lib/i18n.ts","102","1","ja","properties.table.area","エリア","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.table.price","frontstage","i18n","src/lib/i18n.ts","103","1","ja","properties.table.price","価格","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.table.managementFee","frontstage","i18n","src/lib/i18n.ts","104","1","ja","properties.table.managementFee","管理費","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.table.repairFee","frontstage","i18n","src/lib/i18n.ts","105","1","ja","properties.table.repairFee","修繕積立金","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.table.attachments","frontstage","i18n","src/lib/i18n.ts","106","1","ja","properties.table.attachments","添付","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.table.status","frontstage","i18n","src/lib/i18n.ts","107","1","ja","properties.table.status","状態","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.state.active","frontstage","i18n","src/lib/i18n.ts","108","1","ja","properties.state.active","運用中","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.state.archived","frontstage","i18n","src/lib/i18n.ts","109","1","ja","properties.state.archived","保管","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.next.title","frontstage","i18n","src/lib/i18n.ts","110","1","ja","properties.next.title","次の推奨アクション","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.next.subtitle","frontstage","i18n","src/lib/i18n.ts","111","1","ja","properties.next.subtitle","資料中枢としての整備手順","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.next.1","frontstage","i18n","src/lib/i18n.ts","112","1","ja","properties.next.1","物件ごとに関係者（売主・買主・賃借人候補）を紐づける","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.next.2","frontstage","i18n","src/lib/i18n.ts","113","1","ja","properties.next.2","契約ページで対象物件を指定して契約レコードを作成する","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.next.3","frontstage","i18n","src/lib/i18n.ts","114","1","ja","properties.next.3","対応履歴で修繕履歴を物件単位で追跡する","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.next.toParties","frontstage","i18n","src/lib/i18n.ts","115","1","ja","properties.next.toParties","関係者を管理","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.next.toContracts","frontstage","i18n","src/lib/i18n.ts","116","1","ja","properties.next.toContracts","契約を管理","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.properties.next.toRequests","frontstage","i18n","src/lib/i18n.ts","117","1","ja","properties.next.toRequests","対応履歴を確認","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.title","frontstage","i18n","src/lib/i18n.ts","119","1","ja","parties.title","関係者管理","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.desc","frontstage","i18n","src/lib/i18n.ts","120","1","ja","parties.desc","買主・売主・貸主・借主・管理委託者などの関係者情報を一元管理し、契約との関係を可視化します。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.table.title","frontstage","i18n","src/lib/i18n.ts","121","1","ja","parties.table.title","関係者一覧","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.table.resultCount","frontstage","i18n","src/lib/i18n.ts","122","1","ja","parties.table.resultCount","検索結果 {{count}} 件","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.table.name","frontstage","i18n","src/lib/i18n.ts","123","1","ja","parties.table.name","関係者名","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.table.type","frontstage","i18n","src/lib/i18n.ts","124","1","ja","parties.table.type","種別","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.table.contact","frontstage","i18n","src/lib/i18n.ts","125","1","ja","parties.table.contact","連絡先","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.table.roles","frontstage","i18n","src/lib/i18n.ts","126","1","ja","parties.table.roles","役割タグ","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.table.relatedProperty","frontstage","i18n","src/lib/i18n.ts","127","1","ja","parties.table.relatedProperty","関連物件ヒント","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.table.contractCount","frontstage","i18n","src/lib/i18n.ts","128","1","ja","parties.table.contractCount","契約数","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.type.individual","frontstage","i18n","src/lib/i18n.ts","129","1","ja","parties.type.individual","個人","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.parties.type.corporate","frontstage","i18n","src/lib/i18n.ts","130","1","ja","parties.type.corporate","法人","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.title","frontstage","i18n","src/lib/i18n.ts","132","1","ja","contracts.title","契約管理","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.desc","frontstage","i18n","src/lib/i18n.ts","133","1","ja","contracts.desc","賃貸・売買・管理委託・媒介の4類型を統一管理し、物件と関係者に紐づく契約履歴を残します。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.table.title","frontstage","i18n","src/lib/i18n.ts","134","1","ja","contracts.table.title","契約一覧","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.table.number","frontstage","i18n","src/lib/i18n.ts","135","1","ja","contracts.table.number","契約番号","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.table.type","frontstage","i18n","src/lib/i18n.ts","136","1","ja","contracts.table.type","契約種別","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.table.property","frontstage","i18n","src/lib/i18n.ts","137","1","ja","contracts.table.property","関連物件","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.table.party","frontstage","i18n","src/lib/i18n.ts","138","1","ja","contracts.table.party","関係者","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.table.signedAt","frontstage","i18n","src/lib/i18n.ts","139","1","ja","contracts.table.signedAt","署名日","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.table.effectiveUntil","frontstage","i18n","src/lib/i18n.ts","140","1","ja","contracts.table.effectiveUntil","有効期限","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.table.status","frontstage","i18n","src/lib/i18n.ts","141","1","ja","contracts.table.status","状態","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.type.sell","frontstage","i18n","src/lib/i18n.ts","142","1","ja","contracts.type.sell","売買契約","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.type.rent","frontstage","i18n","src/lib/i18n.ts","143","1","ja","contracts.type.rent","賃貸借契約","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.type.pm","frontstage","i18n","src/lib/i18n.ts","144","1","ja","contracts.type.pm","管理委託契約","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.contracts.type.agent","frontstage","i18n","src/lib/i18n.ts","145","1","ja","contracts.type.agent","媒介契約","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.title","frontstage","i18n","src/lib/i18n.ts","147","1","ja","service.title","対応履歴","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.desc","frontstage","i18n","src/lib/i18n.ts","148","1","ja","service.desc","修繕、点検、相談、後続対応を記録し、物件と顧客の履歴を残します。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.table.title","frontstage","i18n","src/lib/i18n.ts","149","1","ja","service.table.title","履歴一覧","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.table.requestTitle","frontstage","i18n","src/lib/i18n.ts","150","1","ja","service.table.requestTitle","タイトル","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.table.property","frontstage","i18n","src/lib/i18n.ts","151","1","ja","service.table.property","関連物件","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.table.party","frontstage","i18n","src/lib/i18n.ts","152","1","ja","service.table.party","関係者","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.table.occurredAt","frontstage","i18n","src/lib/i18n.ts","153","1","ja","service.table.occurredAt","発生日","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.table.completedAt","frontstage","i18n","src/lib/i18n.ts","154","1","ja","service.table.completedAt","完了日","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.table.cost","frontstage","i18n","src/lib/i18n.ts","155","1","ja","service.table.cost","費用","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.service.table.status","frontstage","i18n","src/lib/i18n.ts","156","1","ja","service.table.status","状態","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.title","frontstage","i18n","src/lib/i18n.ts","158","1","ja","output.title","申込書出力","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.desc","frontstage","i18n","src/lib/i18n.ts","159","1","ja","output.desc","整理済みの物件・関係者・提案情報からテンプレートを選び、生成チェック後にPDFをダウンロードします。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.card.standard","frontstage","i18n","src/lib/i18n.ts","160","1","ja","output.card.standard","標準テンプレート","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.card.adjust","frontstage","i18n","src/lib/i18n.ts","161","1","ja","output.card.adjust","テンプレートは「テンプレート」画面で調整できます。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.history.title","frontstage","i18n","src/lib/i18n.ts","162","1","ja","output.history.title","出力履歴","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.history.sheetType","frontstage","i18n","src/lib/i18n.ts","163","1","ja","output.history.sheetType","帳票種別","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.history.relatedContract","frontstage","i18n","src/lib/i18n.ts","164","1","ja","output.history.relatedContract","関連契約","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.history.generatedAt","frontstage","i18n","src/lib/i18n.ts","165","1","ja","output.history.generatedAt","出力日時","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.history.action","frontstage","i18n","src/lib/i18n.ts","166","1","ja","output.history.action","操作","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.history.preview","frontstage","i18n","src/lib/i18n.ts","167","1","ja","output.history.preview","プレビュー","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.output.history.titleCol","frontstage","i18n","src/lib/i18n.ts","168","1","ja","output.history.titleCol","タイトル","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.title","frontstage","i18n","src/lib/i18n.ts","170","1","ja","templates.title","テンプレート / 形式設定","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.desc","frontstage","i18n","src/lib/i18n.ts","171","1","ja","templates.desc","法令改定・社内運用変更に合わせて、出力物の文言・会社情報・表示項目を標準管理します。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.sheet.title","frontstage","i18n","src/lib/i18n.ts","172","1","ja","templates.sheet.title","帳票テンプレート","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.sheet.subtitle","frontstage","i18n","src/lib/i18n.ts","173","1","ja","templates.sheet.subtitle","提案書・見積・資金計画・前提条件","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.sheet.desc","frontstage","i18n","src/lib/i18n.ts","174","1","ja","templates.sheet.desc","帳票タイトル、免責文、会社情報、承認欄表示などを統一設定します。","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.sheet.edit","frontstage","i18n","src/lib/i18n.ts","175","1","ja","templates.sheet.edit","帳票テンプレートを編集","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.contract.title","frontstage","i18n","src/lib/i18n.ts","176","1","ja","templates.contract.title","契約テンプレート（拡張予定）","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.contract.subtitle","frontstage","i18n","src/lib/i18n.ts","177","1","ja","templates.contract.subtitle","賃貸・売買・管理委託・媒介","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.contract.1","frontstage","i18n","src/lib/i18n.ts","178","1","ja","templates.contract.1","・契約条項の可変ブロック化","","Can be edited in CSV and migrated back to i18n source."
"i18n.ja.templates.contract.2","frontstage","i18n","src/lib/i18n.ts","179","1","ja","templates.contract.2","・会社別フォーマット差分管理","","Can be edited in CSV and migrated back to i18n source."
